t_index	 term	 df 
13178	token	2
13179	tokov	1
13180	tokyo	25
13181	told	277
13182	toledo	15
13183	toler	12
13184	tolkach	1
13185	toll	78
13186	toll-fre	2
13187	tolli	1
13188	tolstoi	1
13189	tomahawk	6
13190	tomato	2
13191	tomb	1
13192	tomic	2
13193	tomislav	1
13194	tommi	9
13195	tomorrow	41
13196	tomorrow99	1
13197	ton	37
13198	tone	16
13199	tong	1
13200	tongu	7
13201	toni	34
13202	tonig	2
13203	tonight	104
13204	tonugu	1
13205	too-close-to-cal	1
13206	too-persist	1
13207	took	216
13208	tool	21
13209	toothless	1
13210	top	14
13211	top-rank	1
13212	top-secret	7
13213	top-seed	17
13214	topic	1
13215	topmost	1
13216	topolev	2
13217	toppl	26
13218	torch	11
13219	tore	41
13220	tori	1
13221	torment	10
13222	torn	7
13223	torpedo	64
13224	torr	1
13225	torricelli	1
13226	torso	1
13227	tortilla	1
13228	tortur	14
13229	toscap	1
13230	toss	14
13231	tossup	3
13232	total	75
13233	totalitarian	1
13234	tote	2
13235	totter	1
13236	touch	37
13237	touchdown	1
13238	touchi	2
13239	tough	32
13240	tough-fought	1
13241	toughen	1
13242	tougher	2
13243	toughest	2
13244	tour	45
13245	tourism	1
13246	tourist	12
13247	tournament	51
13248	tournament:	2
13249	tout	2
13250	tow	13
13251	towel	1
13252	tower	21
13253	town	114
13254	town-hall-styl	2
13255	town-to-town	1
13256	townsend	1
13257	townspeopl	2
13258	trace	13
13259	tracei	1
13260	traci	1
13261	track	47
13262	trade	72
13263	trade:	1
13264	trader	11
13265	tradit	41
13266	tradition	4
13267	traffic	24
13268	traffick	22
13269	tragedi	48
13270	tragic	15
13271	trai	1
13272	trail	45
13273	trailer	13
13274	train	50
13275	trainer	14
13276	traips	1
13277	trait	1
13278	traition	1
13279	traitor	1
13280	trajkov	1
13281	trampl	2
13282	tran	7
13283	trang	1
13284	tranquil	6
13285	transact	5
13286	transaction:	1
13287	transcend	1
13288	transcript	6
13289	transfer	27
13290	transform	6
13291	transit	45
13292	translat	21
13293	translation:	1
13294	transmiss	2
13295	transmit	1
13296	transmitt	1
13297	transnat	1
13298	transpar	13
13299	transpir	3
13300	transport	53
13301	traor	1
13302	trap	69
13303	trash	13
13304	trauma	7
13305	traumat	1
13306	travail	1
13307	travel	71
13308	traveled:	3
13309	travelg	1
13310	travesti	2
13311	tread	1
13312	treason	2
13313	treasur	5
13314	treasuri	2
13315	treat	39
13316	treati	7
13317	treatment	34
13318	treaty:	1
13319	trebjesanin	1
13320	tredwai	1
13321	tree	13
13322	treeless	1
13323	trek	2
13324	trembl	1
13325	tremend	8
13326	tremor	23
13327	trench	1
13328	trench-coat	1
13329	trenchantli	1
13330	trend	15
13331	trent	7
13332	tri	118
13333	triag	1
13334	trial	82
13335	triangl	1
13336	tribal	10
13337	tribe	9
13338	tribesmen	1
13339	tribespeopl	1
13340	tribun	30
13341	tribut	12
13342	trichovich	1
13343	trick	13
13344	tricki	6
13345	trickl	4
13346	tricov	1
13347	trident	1
13348	trigger	23
13349	trillion	1
13350	trillion-dollar	1
13351	trim	12
13352	trio	1
13353	trip	83
13354	tripl	2
13355	triple-lay	2
13356	triplett	1
13357	tripoli	1
13358	tripp	1
13359	triumph	15
13360	trivedi	1
13361	troop	67
13362	trooper	5
13363	trophi	2
13364	trophy-hunt	1
13365	tropic	1
13366	trot	2
13367	troubl	64
13368	troublemak	1
13369	troublesom	2
13370	trounc	1
13371	troup	1
13372	trove	1
13373	trty	1
13374	truce	3
13375	truck	64
13376	truck-bomb	3
13377	trucker	2
13378	truckload	5
13379	true	34
13380	true-crim	2
13381	truer	1
13382	truli	16
13383	truman	5
13384	trumpet	4
13385	trundl	1
13386	trust	26
13387	trustworthi	1
13388	truth	20
13389	truthfulli	2
13390	try	260
13391	tsvangirai	1
13392	tu	1
13393	tube	11
13394	tuck	3
13395	tucker	1
13396	tudela	10
13397	tudjman	3
13398	tuesdai	164
13399	tuesday:	2
13400	tug	4
13401	tugboat	1
13402	tull	7
13403	tumb	1
13404	tumbl	7
13405	tumult	2
13406	tumultu	5
13407	tuna	1
13408	tune	6
13409	tune-up	1
13410	tuneup	2
13411	tungata	1
13412	tunisia	1
13413	tunnel	5
13414	tupac	4
13415	turban	1
13416	turbin	3
13417	turbul	4
13418	tureen	1
13419	turf	1
13420	turk	2
13421	turkei	17
13422	turkish	2
13423	turmoil	16
13424	turn	179
13425	turnaround	2
13426	turncoat:	1
13427	turner	1
13428	turnout	27
13429	turnov	7
13430	tusca	1
13431	tussl	1
13432	tutori	1
13433	tuxedo	1
13434	tv	59
13435	twa	1
13436	twelfth	1
13437	twice	42
13438	twig	1
13439	twin	6
13440	twin-engin	8
13441	twist	21
13442	two-	1
13443	two-and-a-half	1
13444	two-by-two	3
13445	two-candid	2
13446	two-car	1
13447	two-child	1
13448	two-dai	5
13449	two-hour	5
13450	two-inch	1
13451	two-pag	4
13452	two-parti	1
13453	two-piec	2
13454	two-republ	1
13455	two-sets-to-non	1
13456	two-step	1
13457	two-stori	2
13458	two-term	10
13459	two-third	5
13460	two-tim	8
13461	two-wai	4
13462	two-week	2
13463	two-week-long	1
13464	two-year	7
13465	two-year-old	1
13466	tx	14
13467	ty	4
13468	tyner	1
13469	type	23
13470	typewrit	1
13471	typhu	1
13472	typic	6
13473	typifi	1
13474	typograph	2
13475	tyranni	3
13476	tyrant	2
13477	tyson	5
13478	tysyacheletiy	1
13479	u2	2
13480	ueno	2
13481	ufwet	1
13482	ugaz	3
13483	ugli	3
13484	uh-huh	1
13485	ulihrach	2
13486	ultim	31
13487	ultimatum	3
13488	ultra	1
13489	ultralight	3
13490	ultramodern	2
13491	ultranationalist	3
13492	umbil	1
13493	umbrella	2
13494	umesh	1
13495	umpir	6
13496	unabl	24
13497	unaccept	7
13498	unaccount	12
13499	unaccounted-for	2
13500	unambigu	1
13501	unanim	6
13502	unannounc	4
13503	unansw	4
13504	unapologet	1
13505	unarm	5
13506	unattend	1
13507	unauthor	3
13508	unavoid	2
13509	unawar	3
13510	unbalanc	1
13511	unbear	1
13512	unbeaten	1
13513	unbeliev	6
13514	unbias	2
13515	unborn	1
13516	unbridl	1
13517	unbroken	2
13518	uncal	1
13519	uncanni	1
13520	unceasingli	1
13521	uncertain	14
13522	uncertainti	12
13523	unchalleng	3
13524	unchang	6
13525	uncharacterist	2
13526	uncharismat	1
13527	uncheck	4
13528	uncl	9
13529	unclaim	2
13530	unclassifi	3
13531	unclear	27
13532	uncoil	1
13533	uncollect	1
13534	uncomfort	2
13535	uncommit	2
13536	uncommon	1
13537	unconcern	1
13538	uncondit	2
13539	uncondition	2
13540	unconfirm	3
13541	unconsci	2
13542	unconstitut	2
13543	unconvinc	1
13544	uncork	1
13545	uncorrupt	1
13546	uncount	1
13547	uncov	14
13548	uncrit	1
13549	undaunt	1
13550	undecid	8
13551	undef	1
13552	undemocrat	3
13553	under-achiev	1
13554	underag	4
13555	undercov	1
13556	undercut	9
13557	underdog	1
13558	underestim	5
13559	undergo	7
13560	undergon	1
13561	underground	6
13562	underli	3
13563	underlin	3
13564	undermin	14
13565	underneath	7
13566	underpaid	1
13567	underscor	14
13568	undersea	1
13569	undersecretari	2
13570	undersecretary-gener	3
13571	undersheriff	2
13572	understaf	1
13573	understand	55
13574	understat	1
13575	understood	11
13576	understudi	1
13577	undertak	5
13578	undertaken	6
13579	underton	1
13580	undertook	1
13581	underw	5
13582	underwai	9
13583	underwat	21
13584	underwood	1
13585	underworld	3
13586	undescrib	1
13587	undeserv	2
13588	undetect	6
13589	undisclos	2
13590	undisput	2
13591	undisturb	1
13592	undivid	1
13593	undo	1
13594	undoc	1
13595	undon	1
13596	undoubtedli	3
13597	undu	2
13598	unduli	2
13599	unearth	4
13600	uneasi	8
13601	unelect	1
13602	unemploi	2
13603	unemploy	3
13604	unenforc	1
13605	unequivoc	2
13606	uner	2
13607	unesco	1
13608	unexpect	9
13609	unexpectedli	4
13610	unexpir	1
13611	unexplain	4
13612	unexplod	4
13613	unfair	13
13614	unfairli	4
13615	unfamiliar	4
13616	unfathom	2
13617	unfaz	3
13618	unfett	9
13619	unfinish	4
13620	unfit	15
13621	unflatt	1
13622	unfold	12
13623	unforc	12
13624	unfortun	17
13625	unfound	3
13626	unfurl	1
13627	ungovern	2
13628	unhappi	4
13629	unharm	5
13630	unheard	1
13631	unhelp	1
13632	unhurt	1
13633	unicef	1
13634	unidentifi	15
13635	unif	2
13636	unifi	12
13637	uniform	24
13638	unilater	1
13639	unimagin	3
13640	uninform	1
13641	uninhabit	1
13642	unintellig	1
13643	unintend	1
13644	union	59
13645	union-l	1
13646	union:	1
13647	unionist	2
13648	uniqu	3
13649	unit	375
13650	uniti	23
13651	univers	65
13652	univis	3
13653	unjust	3
13654	unjustifi	7
13655	unjustli	1
13656	unknowingli	1
13657	unknown	38
13658	unlaw	1
13659	unleash	5
13660	unless	14
13661	unlevel	1
13662	unlik	30
13663	unlikely:	1
13664	unlimit	2
13665	unload	11
13666	unman	1
13667	unmark	1
13668	unmistak	2
13669	unnam	4
13670	unnecessari	6
13671	unnot	1
13672	unoffici	5
13673	unpack	1
13674	unpalat	1
13675	unpolish	1
13676	unpopular	7
13677	unpreced	27
13678	unprecedentedli	1
13679	unpredict	4
13680	unpretenti	2
13681	unprint	1
13682	unprotect	4
13683	unpunish	1
13684	unquestion	1
13685	unravel	8
13686	unreason	2
13687	unrecov	1
13688	unregul	3
13689	unrel	5
13690	unreli	2
13691	unrepres	2
13692	unresolv	4
13693	unrest	17
13694	unrestrict	1
13695	unsaf	3
13696	unsatisfactori	4
13697	unsatisfi	1
13698	unsavori	2
13699	unscath	5
13700	unschedul	2
13701	unscom	1
13702	unscript	1
13703	unscrupul	2
13704	unseason	1
13705	unseat	11
13706	unsecur	4
13707	unseed	12
13708	unseen	2
13709	unselfish	1
13710	unsettl	6
13711	unshaken	2
13712	unshaven	1
13713	unsheath	1
13714	unspecif	3
13715	unspecifi	6
13716	unspectacular	3
13717	unspoken	1
13718	unstabl	9
13719	unsteadi	1
13720	unsteadili	1
13721	unsubstanti	2
13722	unsuccess	12
13723	unsuccessfulli	3
13724	unsupervis	2
13725	unsur	6
13726	unsuspect	1
13727	unswervingli	2
13728	unsympathet	1
13729	untabul	2
13730	untaint	1
13731	untal	1
13732	untap	2
13733	untest	2
13734	unthink	3
13735	unthreaten	2
13736	untold	2
13737	untouch	3
13738	untreat	2
13739	untrustworthi	1
13740	untruth	2
13741	unus	2
13742	unusu	29
13743	unveil	3
13744	unwant	3
13745	unwarr	1
13746	unwil	10
13747	unwilling	3
13748	unwis	2
13749	unwittingli	2
13750	up-to-d	1
13751	up:	1
13752	upbeat	1
13753	upcom	10
13754	updat	18
13755	upfront	1
13756	upheav	5
13757	upheld	1
13758	uphil	2
13759	uphold	3
13760	upkeep	1
13761	upper	8
13762	upris	44
13763	uproar	5
13764	uproot	1
13765	upscal	3
13766	upset	40
13767	upshot	1
13768	upsid	3
13769	upstag	1
13770	upstart	2
13771	upstat	2
13772	upsurg	1
13773	upto	1
13774	upward	2
13775	ural	2
13776	urban	8
13777	urdu-languag	2
13778	ureg	1
13779	urg	92
13780	urgenc	4
13781	urgent	12
13782	uruguai	2
13783	urvashi	1
13784	us	259
13785	us-back	1
13786	us-russian	2
13787	us-vietnam	1
13788	usa	6
13789	usaid	2
13790	usaid:	1
13791	usama	1
13792	usdoj	1
13793	usha	1
13794	usher	3
13795	uss	228
13796	ussol	1
13797	ussr	2
13798	ustacov	1
13799	ustakov	1
13800	ustokov	1
13801	usual	39
13802	usulutan	1
13803	utah	6
13804	utensil	1
13805	util	5
13806	uttar	4
13807	utter	3
13808	utterli	14
13809	uvarov	1
13810	uvil	1
13811	uwint	1
13812	uzic	1
13813	v-22	1
13814	v-trac	1
13815	va	37
13816	vacanc	11
13817	vacant	3
13818	vacat	15
13819	vacuum	5
13820	vadim	8
13821	vagari	1
13822	vagu	3
13823	vaibhav	3
13824	vaidya	1
13825	vain	6
13826	vajpaye	13
13827	valdimir	2
13828	valentin	37
13829	valetin	1
13830	valiantli	1
13831	valid	6
13832	vall	1
13833	vallanc	1
13834	vallei	4
13835	vallentin	1
13836	valu	21
13837	valuabl	8
13838	van	21
13839	vandal	3
13840	vanek	9
13841	vanish	6
13842	vanquish	2
13843	vantag	1
13844	vap	1
13845	vapid	1
13846	vara	3
13847	varadero	1
13848	varga	3
13849	vari	7
13850	variat	2
13851	varieti	9
13852	variou	24
13853	various	1
13854	varonec	1
13855	vasiltsov	1
13856	vassal	1
13857	vast	23
13858	vastli	4
13859	vat	1
13860	vault	3
13861	vavrinec	1
13862	vecernj	2
13863	vedrin	4
13864	veekz	1
13865	veen	1
13866	vega	4
13867	veget	1
13868	vehement	3
13869	vehicl	46
13870	veil	9
13871	vein	1
13872	velensuela	1
13873	velez	1
13874	velimir	2
13875	vellari	1
13876	vending-stand	1
13877	vendor	2
13878	veneer	1
13879	venero	1
13880	venezuela	3
13881	venezuelan	2
13882	veng	2
13883	venom	2
13884	vent	1
13885	ventil	1
13886	ventur	15
13887	ventura	1
13888	venturoni	1
13889	venu	36
13890	verandah	2
13891	verb	2
13892	verbal	3
13893	verdict	24
13894	verg	7
13895	verifi	7
13896	vermont	3
13897	vern	24
13898	vernon	6
13899	vero	3
13900	veronica	1
13901	veronika	1
13902	vers	5
13903	version	18
13904	versu	1
13905	vertigo	1
13906	veselinov	1
13907	vesna	2
13908	vessel	56
13909	vest	8
13910	vestig	7
13911	vet	2
13912	veteran	41
13913	veto	2
13914	vetrivinia	1
13915	vex	1
13916	vibe	1
13917	vibrat	1
13918	vicar	1
13919	vice	90
13920	vice-presid	3
13921	vice-presidenti	2
13922	vicent	1
13923	viciou	3
13924	vick	1
13925	victim	104
13926	victor	14
13927	victori	139
13928	victory:	1
13929	video	40
13930	videodisc	1
13931	videotap	30
13932	vidyayevo	1
13933	vienna	1
13934	viet	3
13935	vietcong	1
13936	vietnam	55
13937	vietnam-clinton	1
13938	vietnam:	1
13939	vietnames	45
13940	vietnamese-american	3
13941	view	61
13942	viewer	6
13943	viewpoint	1
13944	vigil	23
13945	vigor	10
13946	vij	1
13947	vijai	1
13948	vijesti	1
13949	vike	1
13950	vikram	1
13951	viktor	1
13952	vila	1
13953	vile	1
13954	vilifi	4
13955	villa	4
13956	villag	34
13957	villains:	1
13958	villamil	1
13959	villanueva	3
13960	vilonuaeva	1
13961	vinc	1
13962	vincent	4
13963	vinci	4
13964	vinciguerra	2
13965	vindic	3
13966	vindict	2
13967	vineet	2
13968	vinegar	1
13969	vini	1
13970	vinroot	1
13971	vintag	1
13972	violat	31
13973	violenc	106
13974	violent	32
13975	vip	2
13976	viral	1
13977	virgin	2
13978	virgini	4
13979	virginia	61
13980	virginian	1
13981	virtu	3
13982	virtual	25
13983	viru	7
13984	virul	1
13985	visa	8
13986	viscer	1
13987	visibl	37
13988	vision	9
13989	vision:	1
13990	visit	152
13991	visited:	3
13992	visitor	6
13993	visor	1
13994	vista	1
13995	visual	4
13996	vital	17
13997	vitali	1
13998	vitamin	1
13999	vitup	1
14000	vituper	1
14001	vivid	5
14002	vividli	2
14003	viyanka	2
14004	vladamiro	1
14005	vladan	2
14006	vlademi	1
14007	vlademiro	1
14008	vladimero	1
14009	vladimir	79
14010	vladimiro	42
14011	vlajko	4
14012	vlatislav	1
14013	vm	4
14014	vo	2
14015	voa	58
14016	vocabulari	1
14017	vocal	3
14018	vodafon	7
14019	vogu	2
14020	voic	35
14021	void	7
14022	voinovich	1
14023	voislav	1
14024	vojislav	98
14025	vojislov	3
14026	vojvodina	5
14027	volatil	18
14028	volcan	1
14029	volcano	1
14030	volgin	1
14031	vollei	15
14032	volta	1
14033	volum	1
14034	volunt	28
14035	voluntarili	2
14036	von	5
14037	vopt	1
14038	vote	182
14039	vote-count	3
14040	vote-gett	1
14041	vote-rig	2
14042	vote:	2
14043	voter	64
14044	voters:	1
14045	vow	45
14046	voyag	5
14047	vranj	2
14048	vranjkov	1
14049	vu	1
14050	vucic	1
14051	vuk	5
14052	vukicev	1
14053	vulcanologist	1
14054	vulner	35
14055	vuong	1
14056	vy	2
14057	vya	3
14058	vyacheslav	4
14059	vycheslav	1
14060	wad	1
14061	wada	1
14062	wade	4
14063	wadi	1
14064	waft	2
14065	wage	14
14066	wagner	3
14067	wahab	1
14068	waifish	1
14069	waight	1
14070	wail	9
14071	wainek	1
14072	waisman	1
14073	waistband	1
14074	wait	99
14075	waiv	7
14076	waiver	5
14077	wake	31
14078	wake-up	1
14079	wakeforest	1
14080	wakil	1
14081	wal-mart	1
14082	walden	2
14083	waldo	1
14084	walk	67
14085	walk-in	2
14086	walker	7
14087	walkie-talki	1
14088	walkout	7
14089	wall	72
14090	wall-street	1
14091	wallac	3
14092	walled-in	1
14093	walter	6
14094	wand	2
14095	wanda	1
14096	wander	15
14097	wane	9
14098	wanna	1
14099	want	282
14100	war	28
14101	war-crim	4
14102	war-era	1
14103	war-fight	1
14104	war-i	1
14105	war-ii	1
14106	war-rel	2
14107	war-room	1
14108	war-torn	1
14109	warden	4
14110	ware	1
14111	warehous	3
14112	warfar	9
14113	warhead	1
14114	wari	6
14115	warili	1
14116	warm	14
14117	warmer	1
14118	warmest	1
14119	warmli	2
14120	warmth	2
14121	warmup	4
14122	warn	108
14123	warner	6
14124	warning:	1
14125	warp	1
14126	warplan	5
14127	warrant	16
14128	warren	9
14129	warrior	5
14130	warsaw	1
14131	warship	77
14132	warship-refuel	1
14133	wartim	2
14134	wash	8
14135	washak	1
14136	washington	211
14137	washington-bas	3
14138	wasn	55
14139	wast	5
14140	wastag	1
14141	watch	98
14142	watch:	1
14143	watchdog	2
14144	watcher	5
14145	watchman	3
14146	watchtow	1
14147	water	113
14148	water-fil	3
14149	waterfront	2
14150	waterg	1
14151	waterlin	11
14152	watermelon	1
14153	watersh	1
14154	waterwai	2
14155	watkin	1
14156	watson	2
14157	wave	57
14158	waver	2
14159	wax	1
14160	way:	1
14161	waybourn	1
14162	wayn	6
14163	wayner	1
14164	wbai-fm	1
14165	wc	1
14166	wcau-t	1
14167	wcau-tv	1
14168	weak	28
14169	weaken	8
14170	weaker	9
14171	wealth	8
14172	wealthi	15
14173	wealthier	1
14174	wealthiest	1
14175	weapon	75
14176	weaponri	9
14177	wear	40
14178	weari	14
14179	weather	47
14180	weather-induc	1
14181	weav	1
14182	web	15
14183	web:	3
14184	webb	1
14185	weber	1
14186	websit	7
14187	webster	8
14188	wed	10
14189	wedg	1
14190	wednesdai	176
14191	wednesday:	2
14192	week	376
14193	weekend	65
14194	weekend:	1
14195	weekli	10
14196	weekz	1
14197	weep	14
14198	weigh	13
14199	weight	14
14200	weighti	1
14201	weingartn	2
14202	weird	3
14203	welcom	49
14204	weld	7
14205	welder	1
14206	weldon	2
14207	welfar	3
14208	well	4
14209	well-arm	1
14210	well-b	3
14211	well-built	1
14212	well-calcul	1
14213	well-connect	1
14214	well-earn	1
14215	well-educ	1
14216	well-establish	1
14217	well-financ	1
14218	well-found	1
14219	well-fund	2
14220	well-intent	3
14221	well-known	12
14222	well-organ	11
14223	well-plan	7
14224	well-respect	1
14225	well-run	2
14226	well-tim	2
14227	well-train	1
14228	well-wish	3
14229	well-worn	1
14230	wendi	1
14231	wento	1
14232	wep	2
14233	wept	4
14234	weren	24
14235	weslei	3
14236	west	125
14237	western	116
14238	western-mad	1
14239	westminst	1
14240	westward	1
14241	wet	3
14242	wethi	10
14243	wgbh	6
14244	whack	2
14245	whale	2
14246	whatsoev	3
14247	wheat	1
14248	wheaton	1
14249	wheel	1
14250	wheelchair	1
14251	wheeler	3
14252	whereabout	23
14253	whet	1
14254	whiff	1
14255	whilst	3
14256	whim	1
14257	whip	5
14258	whippani	1
14259	whirlwind	1
14260	whisk	1
14261	whisper	3
14262	whistl	5
14263	whistleblow	1
14264	whitacr	1
14265	white	167
14266	whitewash	3
14267	whitewat	19
14268	whitewater:	1
14269	whitman	3
14270	whitmir	1
14271	whittl	2
14272	wholeheartedli	1
14273	wholesal	1
14274	wholesom	1
14275	wholli	1
14276	whop	4
14277	wibberlei	5
14278	wichita	1
14279	wick	1
14280	wide	67
14281	wide-ei	1
14282	wide-rang	3
14283	widen	7
14284	wider	9
14285	widespread	18
14286	widow	45
14287	wield	7
14288	wife	124
14289	wiland	1
14290	wild	20
14291	wildcard	1
14292	wildest	1
14293	wildli	6
14294	wildlif	1
14295	wilkes-barr	1
14296	will	27
14297	willi	4
14298	william	143
14299	williams	2
14300	williamsport	4
14301	willing	8
14302	wilma	1
14303	wilson	31
14304	wimbledon	23
14305	win	153
14306	wind	24
14307	windfal	1
14308	windi	1
14309	window	43
14310	windowless	1
14311	wing	7
14312	wingat	1
14313	winner	85
14314	winner-take-al	1
14315	winsegerera	1
14316	winston-salem	5
14317	winter	4
14318	winton	2
14319	wipe	16
14320	wire	17
14321	wisconsin	12
14322	wisconsin-milwauke	3
14323	wisdom	3
14324	wise	2
14325	wiser	2
14326	wish	38
14327	wisnep	1
14328	wisnip	1
14329	wist	1
14330	wit	75
14331	witch	1
14332	withdraw	19
14333	withdrawn	5
14334	withdrew	16
14335	wither	1
14336	withheld	4
14337	withhold	5
14338	withstand	8
14339	withstood	3
14340	witless	2
14341	witt	1
14342	wittmann	2
14343	wive	2
14344	wnbc-tv	1
14345	wodi	1
14346	woe	1
14347	woefulli	1
14348	woke	5
14349	woken	3
14350	wolf	4
14351	wolfenson	1
14352	wolfowitz	1
14353	wolfson	4
14354	woman	61
14355	women	106
14356	won	173
14357	wond	1
14358	wonder	41
14359	wont	1
14360	woo	2
14361	wood	16
14362	wood-fram	2
14363	wooden	10
14364	woodford	2
14365	woodgouskov	1
14366	woodland	14
14367	woodleaf	1
14368	woodridg	1
14369	woodrow	2
14370	woodruff	8
14371	woodword	1
14372	woolridg	1
14373	woolsei	1
14374	wooster	1
14375	word	92
14376	wore	22
14377	work	317
14378	work:	1
14379	workadai	1
14380	workboat	1
14381	worker	141
14382	workforc	4
14383	working-class	6
14384	workmen	1
14385	workplac	1
14386	works:	1
14387	workshop	3
14388	worl	1
14389	world	244
14390	world-wid	1
14391	worldconcern	1
14392	worldli	2
14393	worldrelief	1
14394	worldvis	1
14395	worldwid	22
14396	worn	8
14397	worri	52
14398	worriesom	1
14399	worrisom	1
14400	wors	28
14401	worsen	5
14402	worship	15
14403	worshipp	1
14404	worst	60
14405	worth	26
14406	worthsal	1
14407	worthwhil	1
14408	would-b	1
14409	wouldn	48
14410	wound	100
14411	wow	1
14412	wrack	4
14413	wrangl	2
14414	wrap	17
14415	wraparound	1
14416	wrath	2
14417	wrc	1
14418	wre	1
14419	wreak	3
14420	wreck	14
14421	wreckag	24
14422	wrench	9
14423	wrest	5
14424	wrinkl	1
14425	wrist	3
14426	writ	1
14427	write	27
14428	write-in	1
14429	writer	11
14430	written	43
14431	written-by-committe	1
14432	wrn	1
14433	wrong	49
14434	wrong-foot	1
14435	wrongdo	8
14436	wrote	41
14437	wrought	1
14438	wta	2
14439	www	61
14440	wxyz-tv	1
14441	wych	3
14442	wyo	5
14443	wyom	2
14444	xavier	1
14445	xenophob	3
14446	xenophobia	2
14447	xiang-khouang	1
14448	xinjiang	2
14449	xuan	1
14450	ya	1
14451	yaakov	1
